,title,overview,genres
130,Sawsawan,"Karen plays Dolor, a street food vendor with big dreams. Men flock Dolor's stall not just for her dipping sauce but for the secret pleasure that comes with it.",Drama
131,The Conjuring: Last Rites,Paranormal investigators Ed and Lorraine Warren take on one last terrifying case involving mysterious entities they must confront.,Horror
132,Weapons,"When all but one child from the same class mysteriously vanish on the same night at exactly the same time, a community is left questioning who or what is behind their disappearance.","Horror ,Mystery"
133,Out Standing,"Officer Sandra Perron resigns from the Canadian military after a controversial photo surfaces. Adapting to civilian life amidst an investigation, she denies abuse allegations despite evidence suggesting mistreatment within her unit.","History ,Drama"
134,F1,Racing legend Sonny Hayes is coaxed out of retirement to lead a struggling Formula 1 team—and mentor a young hotshot driver—while chasing one more chance at glory.,"Action ,Drama"
135,Do Not Enter,"A group of young explorers investigates an old abandoned hotel, only to encounter a strange supernatural being and a competing group looking for a legendary hidden treasure.",Horror
136,Thinestra,A young woman takes a new weight-loss pill and the fat she sheds returns in the form of her blood-thirsty doppelgänger.,Horror
137,53 Sundays,"When three siblings agree to meet and discuss their aging father's future, their reunion spirals into bickering, bantering and reliving old grudges.","Comedy ,Drama"
138,Home Sweet Home: Rebirth,"When a city is overrun with a demonically-possessed crowd, a cop must find the source of evil to save his family.","Horror ,Fantasy ,Thriller ,Mystery ,Action"
139,Dorothea,"A twisted true crime nightmare where serial killer granny Dorothea Puente lures the vulnerable, kills without remorse, and buries secrets in her garden. Evil wears a smile. You’ll never trust kindness again.","Horror ,Crime ,Thriller"
140,Dorothea,"A twisted true crime nightmare where serial killer granny Dorothea Puente lures the vulnerable, kills without remorse, and buries secrets in her garden. Evil wears a smile. You’ll never trust kindness again.","Horror ,Crime ,Thriller"
141,A Dark Story,"Vito and Carla have been separated for a long time, they have three children and used to love each other deeply before their love went sour. Now Vito has a new life and Carla has a partner. At a time when everyone feels tragedy can be avoided, fate is on their other side. One night, Vito disappeared. From that day on, no one ever heard from him again. His disappearance triggered an investigation involving all those involved. But is there really an irrefutable truth in these cases?","Thriller ,Drama"
142,The Furious,"After the daughter of Wang Wei is kidnapped by a criminal network and he receives no help from the corrupt police, Wei sets out on a rampage to find her himself. His only ally is Navin – a relentless journalist whose wife has mysteriously disappeared. Fueled by a furious vengeance, the unlikely duo ruthlessly fights against the kidnappers in this explosive martial arts showdown.","Action ,Crime ,Thriller"
143,undertone,The host of a popular paranormal podcast becomes haunted by terrifying recordings mysteriously sent her way.,"Horror ,Mystery"
144,Superman,"Superman, a journalist in Metropolis, embarks on a journey to reconcile his Kryptonian heritage with his human upbringing as Clark Kent.","Science Fiction ,Adventure ,Action"
145,Demon Slayer: Kimetsu no Yaiba Infinity Castle,"The Demon Slayer Corps are drawn into the Infinity Castle, where Tanjiro, Nezuko, and the Hashira face terrifying Upper Rank demons in a desperate fight as the final battle against Muzan Kibutsuji begins.","Animation ,Action ,Fantasy"
146,Father Mother Sister Brother,"Estranged siblings reunite after years apart, forced to confront unresolved tensions and reevaluate their strained relationships with their emotionally distant parents.","Comedy ,Drama"
147,Bugonia,"Two conspiracy obsessed young men kidnap the high-powered CEO of a major company, convinced that she is an alien intent on destroying planet Earth.","Science Fiction ,Thriller ,Comedy"
148,The Odyssey,"Odysseus, the legendary Greek king of Ithaca, embarks on a long and perilous journey home following the Trojan War, chronicling his encounters with mythical beings such as the Cyclops Polyphemus, the Sirens, and the witch-goddess Circe, while attempting to reunite with his wife, Penelope.","Adventure ,Drama ,Fantasy"
149,The Wizard of the Kremlin,"Russia, early 1990s. Amid post-Soviet chaos, a brilliant young man, Vadim Baranov, charts his path. First an artist, then a reality TV producer, he becomes the spin doctor to a rising KGB agent: Vladimir Putin. At the heart of power, Baranov shapes the new Russia, blurring the boundaries between truth and lies, belief and manipulation. Only the magnetic Ksenia is beyond his control, tempting him away from this dangerous game. Years later, after retreating into silence and shrouded in mystery, Baranov finally opens up, revealing the dark secrets of the regime he helped build.",Drama
150,Starbright,"A young woman becomes the guardian of a fallen star, which she must protect from dangerous forces with the help of a brave stranger.","Adventure ,Action"
151,Hokum,"When novelist Ohm Bauman retreats to a remote inn to scatter his parents' ashes, he is consumed by tales of a witch haunting the honeymoon suite. Disturbing visions and a shocking disappearance forces him to confront dark corners of his past.","Horror ,Mystery"
152,Bitter Christmas,"After her mother dies in December, advertising director Elsa immerses herself in work to cope. When a panic attack forces her to take a break, she decides to travel to Lanzarote with her friend Patricia. The story of these women run parallel to that of a screenwriter and film director, exploring how life and fiction are inseparably linked, sometimes painfully so.","Drama ,Comedy"
153,Wildcat,An ex-black ops team reunite to pull off a desperate heist in order to save the life of their leader’s eight-year-old daughter.,"Action ,Thriller"
154,One Mile: Chapter One,"After being released from prison, a father tries to reconnect with his daughter by taking her on a tour of college, but they soon find themselves fighting for more than their lost relationship when a murderous cult pursues them.","Action ,Crime"
155,Untold: The Death & Life of Lamar Odom,"This documentary traces the life of Lamar Odom, from his rise to NBA fame and marriage to Khloé Kardashian to his near-fatal overdose in a Nevada brothel.",Documentary
156,Kadhal Kadhai Sollava,"This story tells about ""Micheal And Shreya"" who participate in the Program , which Actor Vijaysethupathi Conducts through FM ""Kadhal Kadhai Sollava""","Romance ,Drama"
157,Wake Up Dead Man: A Knives Out Mystery,"When young priest Jud Duplenticy is sent to assist charismatic firebrand Monsignor Jefferson Wicks, it’s clear that all is not well in the pews. After a sudden and seemingly impossible murder rocks the town, the lack of an obvious suspect prompts local police chief Geraldine Scott to join forces with renowned detective Benoit Blanc to unravel a mystery that defies all logic.","Thriller ,Mystery ,Comedy"
158,Sirāt,"A man and his son arrive at a rave lost in the mountains of Morocco. They are looking for Marina, their daughter and sister, who disappeared months ago at another rave. Driven by fate, they decide to follow a group of ravers in search of one last party, in hopes Marina will be there.","Drama ,Thriller"
